project_index,omniclass_element,life_cycle_stage,gwp,ep,ap,sfp,odp,nred
12,Shell - Enclosure,B4-B5,210273.9,52.36,970.55,12410.844,0.0005569010920106703,3495350.1
12,Shell - Enclosure,C2-C4,159678.6,21.45,324.92,6284.934,5.1992592643352124e-05,1085235.0
12,Shell - Enclosure,D,-691946.1,-70.98,-4301.96,-33414.453,0.00032515070982939,-6530575.899999999
12,Shell - Superstructure,A1-A3,14847341.4,2454.87,58906.0,788690.418,0.06039506510646889,154405910.4
12,Shell - Superstructure,A4,171232.8,64.44,793.35,26218.047,5.864567027445e-09,2430502.2
12,Shell - Superstructure,B4-B5,186677.8,42.96,1127.86,27080.73,0.00335500119341346,2581395.5
12,Shell - Superstructure,C2-C4,1375476.7,164.37,3244.14,64511.646,1.2905444675587e-07,11238189.0
12,Shell - Superstructure,D,-2466366.6,-186.93,-4705.82,-60545.539,0.0176214072555139,-22994251.9
12,Substructure,A1-A3,3590921.1,613.37,12253.32,213037.228,-0.0060500213169716,34097804.2
12,Substructure,A4,39679.2,14.97,183.8,6075.485,1.358991655e-09,563217.9
12,Substructure,B4-B5,0.0,0.0,0.0,0.0,0.0,0.0
12,Substructure,C2-C4,721138.7,84.08,1658.87,32992.615,6.5992225078e-08,5746689.5
12,Substructure,D,-354994.3,-22.99,-607.61,-5526.514,0.0026211658696599998,-3280773.7
12,Unknown,A1-A3,90.60000000000001,0.01,0.53,5.151,1.1800649999999999e-08,1060.0
12,Unknown,A4,0.6,0.0,0.0,0.08299999999999999,1.8719770000000002e-14,7.800000000000001
12,Unknown,B4-B5,91.2,0.01,0.54,5.236,1.180075e-08,1068.1
12,Unknown,C2-C4,0.0,0.0,0.0,0.002,4.050235e-15,0.3
12,Unknown,D,-95.8,-0.01,-0.6300000000000001,-4.88,-4.318e-09,-904.1
13,Interiors - Construction,A1-A3,58516.2,48.230000000000004,205.23,3075.01,0.0026435,117775239.60000001
13,Interiors - Construction,A4,994.6,0.79,5.6499999999999995,160.63,0.000257,28276.3
13,Interiors - Construction,B4-B5,73999.70000000001,53.94,435.73,4124.2699999999995,0.00373,585204451.4
13,Interiors - Construction,C2-C4,2643.6000000000004,1.15,169.04,10.497,0.00046977399999999995,7293.4
13,Interiors - Finishes,A1-A3,16986.3,3.69,85.87,892.15,1.28057e-05,317756.10000000003
13,Interiors - Finishes,A4,548.6,0.41000000000000003,2.71,74.75,0.00014394999999999998,15329.6
13,Interiors - Finishes,B4-B5,86922.9,20.529999999999998,452.65000000000003,4837.64,0.00082085,1663956.3
13,Interiors - Finishes,C2-C4,55.7,0.04,2.29,7.031,1.1563e-05,113.5
13,Shell - Enclosure,A1-A3,1678076.5,1248.79,22020.62,266739.00999999995,5.4500154400000005,15468976.6
13,Shell - Enclosure,A4,31678.3,25.14,178.42,5051.04,0.00832627,899460.7
13,Shell - Enclosure,B4-B5,503850.6,145.93,1852.29,29405.83,0.0049510000000000005,2088830.2000000002
13,Shell - Enclosure,C2-C4,190979.7,89.54,1271.29,1765.0249999999999,0.00928968459,70186.2
13,Shell - Superstructure,A1-A3,1465945.5,447.57,4864.01,70184.06,0.011730167,8141888.3
13,Shell - Superstructure,A4,52323.6,39.17,199.29,5048.42,0.01297,1171684.8
13,Shell - Superstructure,B4-B5,271092.2,336.35,1412.68,20451.3,0.01397,1934214.5
13,Shell - Superstructure,C2-C4,38007.0,18.06,2383.05,127.269,0.0066765,107183.3
13,Substructure,A1-A3,1932658.9999999998,2213.79,5775.03,121316.51,0.04495,12064627.5
13,Substructure,A4,284381.5,195.35999999999999,398.03999999999996,3798.6299999999997,0.06323,4075380.0999999996
13,Substructure,B4-B5,0.0,0.0,0.0,0.0,0.0,0.0
13,Substructure,C2-C4,43405.8,39.0,2646.66,183.34,0.007532,86306.2
13,Unknown,A1-A3,3982.7,0.49,8.53,257.89,1.3e-05,3185.4
13,Unknown,A4,16.3,0.01,0.09,2.64,4.3e-06,464.2
13,Unknown,B4-B5,6744.0,1.71,10.93,286.51,0.00011,4112.2
13,Unknown,C2-C4,2745.0,1.21,2.3,25.983,9.696000000000001e-05,462.6
14,Interiors - Construction,A1-A3,10417.2,2.96,42.839999999999996,557.856,0.00015860596703,125510.0
14,Interiors - Construction,A4,99.7,0.02,0.48000000000000004,15.281,3.417837551e-12,1416.7
14,Interiors - Construction,B4-B5,1462.2,1.25,6.69,71.866,3.631446303e-05,18936.300000000003
14,Interiors - Construction,C2-C4,35.2,0.07,0.15,2.904,-2.3005887920000006e-13,347.9
14,Interiors - Construction,D,-5973.7,-0.55,-14.07,-190.064,3.745599784e-05,-56759.100000000006
14,Interiors - Finishes,A1-A3,18471.3,3.2,65.11,888.457,0.000544226570450998,290011.6
14,Interiors - Finishes,A4,367.1,0.1,1.69,56.236,1.2577048062e-11,5212.2
14,Interiors - Finishes,B4-B5,29068.6,5.38,105.44,1717.72,0.00052105876809087,519570.9
14,Interiors - Finishes,C2-C4,1606.1,0.34,7.3,144.448,2.899626496e-10,25269.3
14,Interiors - Finishes,D,-966.8000000000001,-0.08,-1.89,-26.859,6.8383559e-06,-9056.2
14,Shell - Enclosure,A1-A3,147004.0,34.79,528.38,7414.144,0.0016165203623944501,1875363.7
14,Shell - Enclosure,A4,1622.6,0.55,7.49,248.465,5.5577118533999997e-11,23033.1
14,Shell - Enclosure,B4-B5,35203.0,11.36,128.48,1703.71,6.40794843581e-05,598498.0
14,Shell - Enclosure,C2-C4,8105.7,5.0,42.65,748.587,1.4609737681879999e-09,127252.90000000001
14,Shell - Enclosure,D,-22149.7,-1.99,-67.28,-721.978,0.00011452827067603,-211128.5
14,Shell - Superstructure,A1-A3,314405.3,64.8,882.36,17739.644,0.00024365310315754,2659750.1
14,Shell - Superstructure,A4,3059.2,1.16,14.19,468.418,1.0477872737e-10,43424.1
14,Shell - Superstructure,B4-B5,985.0,0.11,1.42,23.707,-2.8208894265000004e-07,15789.2
14,Shell - Superstructure,C2-C4,31618.6,7.39,146.08,2905.585,5.811554944605e-09,506092.5
14,Shell - Superstructure,D,20516.5,2.11,48.11,961.121,-0.00013580765626883,196443.6
14,Substructure,A1-A3,29275.1,5.640000000000001,82.12,1596.321,-2.64049260518e-05,249597.5
14,Substructure,A4,257.2,0.09000000000000001,1.19,39.409,8.8151502e-12,3653.4
14,Substructure,B4-B5,0.0,0.0,0.0,0.0,0.0,0.0
14,Substructure,C2-C4,2777.8,0.65,12.84,255.255,5.105440647e-10,44460.3
14,Substructure,D,-1372.2,-0.07,-2.01,-4.065999999999997,1.055924740332e-05,-12496.1
14,Unknown,A1-A3,44.0,0.0,0.13,1.712,-2.0390732e-07,529.6
14,Unknown,A4,0.4,0.0,0.0,0.061000000000000006,1.3779287e-14,5.7
14,Unknown,B4-B5,44.4,0.0,0.13,1.775,-2.0390732e-07,535.5
14,Unknown,C2-C4,0.0,0.0,0.0,0.001,2.6850893e-15,0.2
14,Unknown,D,-43.8,0.0,-0.08,-1.2169999999999999,3.103245e-07,-411.3
15,Shell - Enclosure,A1-A3,310751.4,182.58,509.98,7938.95,0.16520084000000002,1422412.0
15,Shell - Enclosure,A4,2448.7999999999997,1.94,13.94,395.56000000000006,0.00064134,69626.5
15,Shell - Enclosure,B4-B5,0.0,0.0,0.0,0.0,0.0,0.0
15,Shell - Enclosure,C2-C4,2611.2999999999997,2.6300000000000003,13.620000000000001,144.01,0.000215,21101.7
15,Shell - Superstructure,A1-A3,262148.1,831.06,971.66,13451.59,0.016128419999999997,772508.1
15,Shell - Superstructure,A4,9926.0,7.11,24.69,505.5,0.0023386600000000002,177736.7
15,Shell - Superstructure,B4-B5,0.0,0.0,0.0,0.0,0.0,0.0
15,Shell - Superstructure,C2-C4,1841.5,1.25,9.21,181.317,0.0003208,45931.7
15,Substructure,A1-A3,188879.80000000002,248.45,616.81,13156.24,0.005207,1235106.3
15,Substructure,A4,33043.0,22.69,45.76,424.59000000000003,0.0074012,471932.10000000003
15,Substructure,B4-B5,0.0,0.0,0.0,0.0,0.0,0.0
15,Substructure,C2-C4,1248.2,1.29,6.37,1.24,0.0007260000000000001,61774.9
16,Interiors - Construction,A1-A3,230612.5,428.81,1613.3799999999999,13073.22,0.013349999999999999,3566957.0
16,Interiors - Construction,A4,5470.8,4.369999999999999,31.15,883.7600000000001,0.001419,155558.80000000002
16,Interiors - Construction,B4-B5,251706.6,436.56,2791.16,13897.11,0.017,3742810.0
16,Interiors - Construction,C2-C4,17907.9,6.92,1157.35,52.257000000000005,0.0031858,46331.600000000006
16,Interiors - Finishes,A1-A3,124881.8,185.92,591.6600000000001,8329.48,0.00217773591,36499421.699999996
16,Interiors - Finishes,A4,2340.6000000000004,1.88,13.32,378.11,0.000611,66552.8
16,Interiors - Finishes,B4-B5,580271.4,420.0,1496.35,22094.36,0.013515,73745952.5
16,Interiors - Finishes,C2-C4,89240.7,47.290000000000006,124.87,971.221,0.0032748900000000004,17226.7
16,Shell - Enclosure,A1-A3,532498.7,145.69,2505.3,35775.72,0.04171663119,4484907.4
16,Shell - Enclosure,A4,3785.4,3.03,21.54,611.47,0.000996,107632.59999999999
16,Shell - Enclosure,B4-B5,43355.5,43.489999999999995,155.7,2118.57,0.012492,480053.5
16,Shell - Enclosure,C2-C4,14449.5,23.7,358.49,398.334,0.0013085921,14205.099999999999
16,Shell - Superstructure,A1-A3,6333216.2,27292.46,25561.46,340475.32,0.4959,8069564.7
16,Shell - Superstructure,A4,300281.30000000005,211.82,633.71,11375.93,0.06977,5004211.800000001
16,Shell - Superstructure,B4-B5,0.0,0.0,0.0,0.0,0.0,0.0
16,Shell - Superstructure,C2-C4,111178.0,42.09,7014.71,350.12,0.0193743,334618.5
16,Substructure,A1-A3,2180156.0,8948.72,6571.25,106231.87,0.14079999999999998,1454386.6
16,Substructure,A4,331987.6,229.28,511.75,6059.219999999999,0.0745,4912244.8
16,Substructure,B4-B5,0.0,0.0,0.0,0.0,0.0,0.0
16,Substructure,C2-C4,27578.399999999998,9.87,1742.36,85.68,0.00481,84122.4
17,Interiors - Finishes,A1-A3,175499.1,311.04999999999995,795.03,8190.16,0.0220483075,1728864.8
17,Interiors - Finishes,A4,2003.8000000000002,1.5999999999999999,11.39,323.701,0.00052812,56977.9
17,Interiors - Finishes,B4-B5,381717.3,421.44999999999993,1090.81,12062.220000000001,0.054952999999999995,1441212.4
17,Interiors - Finishes,C2-C4,72523.5,31.83,170.42,683.755,0.0028925564,16307.699999999999
17,Shell - Enclosure,A1-A3,1146473.8,1888.32,6791.110000000001,50213.42,0.046225561899999996,9191054.1
17,Shell - Enclosure,A4,20691.8,16.5,117.63,3335.928,0.0053963530000000004,588227.1
17,Shell - Enclosure,B4-B5,87032.3,19.29,245.96,3963.8900000000003,0.0009186999999999999,2185887.3
17,Shell - Enclosure,C2-C4,38068.799999999996,19.25,1477.48,444.204,0.004740740324,61303.4
17,Shell - Superstructure,A1-A3,2685645.7,7768.910000000001,9658.32,146010.38,0.17354999999999998,3855316.2
17,Shell - Superstructure,A4,203540.5,144.17,452.52000000000004,8503.77,0.04793,3467474.4
17,Shell - Superstructure,B4-B5,0.0,0.0,0.0,0.0,0.0,0.0
17,Shell - Superstructure,C2-C4,70201.2,38.410000000000004,4381.099999999999,245.54000000000002,0.0122831,188052.6
17,Substructure,A1-A3,179344.0,505.66,868.89,15822.11,0.0104,690382.8
17,Substructure,A4,21651.2,15.05,37.36,532.39,0.00487,333422.2
17,Substructure,B4-B5,0.0,0.0,0.0,0.0,0.0,0.0
17,Substructure,C2-C4,6477.099999999999,3.9699999999999998,402.48,23.53,0.001128,16514.0
18,Interiors - Construction,A1-A3,429976.7,151.41,2330.72,30622.47,0.00968944371309648,5714490.0
18,Interiors - Construction,A4,5376.2,1.8900000000000001,24.85,823.225,1.84143383212e-10,76315.7
18,Interiors - Construction,B4-B5,134615.8,99.87,629.17,7487.693,0.003633201355833935,1979360.2
18,Interiors - Construction,C2-C4,13935.5,24.86,104.78,591.91,7.036457636363e-10,56467.200000000004
18,Interiors - Construction,D,-181724.4,-19.37,-645.9,-7257.435,0.0008888048570725,-1904417.9
18,Interiors - Finishes,A1-A3,441708.7,77.08,1750.79,18117.801,0.0035606145744446704,7205447.0
18,Interiors - Finishes,A4,13100.4,4.77,60.64,2005.738,4.486533542763e-10,185940.19999999998
18,Interiors - Finishes,B4-B5,759311.5,152.99,3723.06,43465.623,0.005080224531551815,13881793.5
18,Interiors - Finishes,C2-C4,45366.4,14.34,212.35999999999999,4088.207,8.1498492914072e-09,710136.0
18,Interiors - Finishes,D,37026.399999999994,10.48,287.46,2778.993,0.000123844337328671,581800.3
18,Shell - Enclosure,A1-A3,1302332.6,269.71,4567.19,61978.725,0.42646313442192413,12391725.5
18,Shell - Enclosure,A4,13807.9,5.08,63.910000000000004,2114.315,4.72938691000514e-10,196003.19999999998
18,Shell - Enclosure,B4-B5,905895.5,193.82,1312.8,19240.235,0.4110228265526387,4646866.5
18,Shell - Enclosure,C2-C4,151404.5,164.77,519.93,3006.787,8.589750054495491e-05,351394.5
18,Shell - Enclosure,D,-91343.5,-13.17,-629.63,-5431.573,0.00015402825808933702,-1267477.4
18,Shell - Superstructure,A1-A3,4288146.6,667.52,20854.100000000002,219085.495,0.01128183643024699,41867740.4
18,Shell - Superstructure,A4,48092.7,18.05,222.82,7363.671,1.64713565238e-09,682637.2
18,Shell - Superstructure,B4-B5,24965.4,4.45,97.26,1384.97,0.000315028,297392.1
18,Shell - Superstructure,C2-C4,371061.9,43.4,857.7300000000001,17060.928,3.412678898151e-08,2971756.4
18,Shell - Superstructure,D,-141080.5,-8.54,-232.16000000000003,-1708.5639999999996,0.001056187454871,-1301108.1
18,Substructure,A1-A3,749063.1,120.16,2162.74,38863.521,-0.0007794519114688001,7127625.1
18,Substructure,A4,9248.2,3.48,42.87,1415.985,3.16733603e-10,131266.69999999998
18,Substructure,B4-B5,0.0,0.0,0.0,0.0,0.0,0.0
18,Substructure,C2-C4,142621.6,16.67,329.91,6561.724,1.31254561931e-08,1142943.2
18,Substructure,D,9079.800000000001,1.75,35.09000000000001,1106.684,-4.2427897339999987e-05,93528.40000000001
19,Interiors - Construction,A1-A3,59644.1,26.82,656.8,11325.279,2.8330929980000003e-06,962116.3
19,Interiors - Construction,A4,7424.400000000001,2.79,34.39,1136.7440000000001,2.542723854e-10,105380.3
19,Interiors - Construction,B4-B5,0.0,0.0,0.0,0.0,0.0,0.0
19,Interiors - Construction,C2-C4,184612.69999999998,68.88,738.45,3692.257,2.960900916e-09,201299.00000000003
19,Interiors - Construction,D,42602.8,-10.059999999999999,-241.75,-3021.255,-5.10772e-07,-962116.3
19,Interiors - Finishes,A1-A3,70175.0,7.43,116.17,2197.3450000000003,0.000132420932465264,1145880.2
19,Interiors - Finishes,A4,2720.8,0.9500000000000001,12.56,416.586,9.3183034926e-11,38618.6
19,Interiors - Finishes,B4-B5,136511.5,21.16,380.17,7567.477,2.1116349063286e-05,2563613.6999999997
19,Interiors - Finishes,C2-C4,10388.8,2.39,47.04,934.7019999999999,1.99072051707e-09,163501.0
19,Interiors - Finishes,D,-619.1,-0.05,-1.1800000000000002,-15.205,4.4338271205e-06,-5770.3
19,Shell - Enclosure,A1-A3,326964.1,81.49,1845.5,17118.897,0.003971232843898041,3521152.5
19,Shell - Enclosure,A4,8080.400000000001,2.97,37.4,1237.229,2.76748567182e-10,114695.3
19,Shell - Enclosure,B4-B5,8859.3,3.4499999999999997,87.57000000000001,703.27,8.89767242854e-05,92527.5
19,Shell - Enclosure,C2-C4,37549.1,12.0,158.38,1774.435,2.9969262479e-09,253953.6
19,Shell - Enclosure,D,-33365.9,-7.470000000000001,-302.5,-2838.765,-5.928174381289999e-05,-559184.6
19,Shell - Superstructure,A1-A3,351885.1,90.41,1644.35,25162.771999999997,0.011014775149382199,3680147.4
19,Shell - Superstructure,A4,7531.2,2.83,34.89,1153.144,2.579410178531e-10,106900.5
19,Shell - Superstructure,B4-B5,15360.999999999998,7.04,91.13,1089.736,6.327098793300001e-05,165580.5
19,Shell - Superstructure,C2-C4,146008.3,220.42,958.72,4988.389,5.942721829284e-09,474989.7
19,Shell - Superstructure,D,-731.7000000000003,-7.75,-197.68,-2231.287,0.0001320978595,-787418.5
19,Unknown,A1-A3,5057.0,0.55,15.22,196.72699999999998,-2.353024246696e-05,60847.399999999994
19,Unknown,A4,45.400000000000006,0.01,0.21,6.938000000000001,1.552134444e-12,643.2
19,Unknown,B4-B5,5104.1,0.56,15.440000000000001,203.82399999999998,-2.3530242459050002e-05,61518.700000000004
19,Unknown,C2-C4,1.7,0.0,0.01,0.159,3.19901803e-13,27.8
19,Unknown,D,-5046.7,-0.38999999999999996,-9.92,-140.29299999999998,3.57297045e-05,-47384.5
20,Interiors - Construction,A1-A3,32620.399999999998,13.24,150.3,1979.477,0.000805482316798764,412515.6
20,Interiors - Construction,A4,480.2,0.09,2.14,73.531,1.6447315063e-11,6816.9
20,Interiors - Construction,B4-B5,122.7,0.0,0.41,8.622,6.35483652e-10,2850.4
20,Interiors - Construction,C2-C4,3821.8,5.05,24.15,100.947,6.52680989956e-11,5295.8
20,Interiors - Construction,D,-14076.800000000001,-1.66,-46.06,-600.71,8.043756174e-05,-163184.1
20,Interiors - Finishes,A1-A3,92806.8,43.79,2718.63,3326.211,0.000168374356157517,1511665.7
20,Interiors - Finishes,A4,3414.4,1.24,18.33,563.884,1.16252446888e-10,48322.700000000004
20,Interiors - Finishes,B4-B5,80422.8,17.19,7768.790000000001,3479.594,0.00016650227790742297,1383191.8
20,Interiors - Finishes,C2-C4,15188.1,3.9000000000000004,63.0,1213.882,3.623106273949e-09,211207.1
20,Interiors - Finishes,D,-12075.300000000001,-1.19,-24.6,-370.99,7.05229346532e-06,-166771.80000000002
20,Shell - Enclosure,A1-A3,718180.5,145.43,3458.07,39571.046,0.0095191752119204,10229361.7
20,Shell - Enclosure,A4,6830.1,2.36,31.63,1045.664,2.33899077599e-10,96936.0
20,Shell - Enclosure,B4-B5,77319.9,24.29,547.8100000000001,7232.987,9.16015790769e-06,1066009.8
20,Shell - Enclosure,C2-C4,11306.5,9.58,64.66,1053.45,2.0097173993486e-09,175067.2
20,Shell - Enclosure,D,-189926.9,-19.310000000000002,-960.09,-8489.855,0.00043122370584657395,-1797654.1
20,Shell - Superstructure,A1-A3,988449.5,152.74,4632.33,42967.833,0.010535140786193654,12140533.6
20,Shell - Superstructure,A4,18208.1,7.33,99.57,3076.248,6.20290175674e-10,257767.1
20,Shell - Superstructure,B4-B5,306.4,0.12,0.91,49.18300000000001,3.337798694e-09,11318.699999999999
20,Shell - Superstructure,C2-C4,24805.1,5.37,74.68,912.054,1.593805440218e-09,135838.2
20,Shell - Superstructure,D,-198989.0,-16.53,-407.76,-5669.6669999999995,0.0014241241646432607,-1934168.0999999999
20,Substructure,A1-A3,604564.2,89.89,1836.72,29303.189,-0.0011951052558664573,6232256.3
20,Substructure,A4,25572.2,15.5,309.64,7538.811,8.341061937074e-10,354423.7
20,Substructure,B4-B5,0.0,0.0,0.0,0.0,0.0,0.0
20,Substructure,C2-C4,178973.2,20.8,410.62,8166.6230000000005,1.6334632319591e-08,1422462.2
20,Substructure,D,-69334.59999999999,-4.22,-114.08,-845.125,0.0005177583500572752,-638264.6
20,Unknown,A1-A3,7839.3,1.6700000000000002,34.42,545.322,0.000466060326956407,104394.5
20,Unknown,A4,119.5,0.03,0.52,18.272000000000002,4.087203788e-12,1693.7
20,Unknown,B4-B5,45.5,0.0,0.36,20.63,1.874693e-11,1053.6000000000001
20,Unknown,C2-C4,1355.7,0.66,5.77,28.191,2.26981839395e-11,1553.7
20,Unknown,D,-2833.1,-0.31,-7.87,-108.645,2.194886765264e-05,-36108.3
21,Interiors - Construction,A1-A3,7983.4,11.78,46.510000000000005,518.1800000000001,0.0002133,77067.8
21,Interiors - Construction,A4,150.1,0.12000000000000001,0.85,24.25,3.98e-05,4267.900000000001
21,Interiors - Construction,B4-B5,43563.3,67.11999999999999,246.93,2915.18,0.001459,428255.1
21,Interiors - Construction,C2-C4,579.1999999999999,1.51,2.0300000000000002,40.61,4.37e-05,4315.4
21,Interiors - Finishes,A1-A3,17243.7,4.58,70.76,829.66,2.9102914e-05,271736.7
21,Interiors - Finishes,A4,380.4,0.29,1.91,52.61,9.78e-05,10643.300000000001
21,Interiors - Finishes,B4-B5,89763.8,25.97,370.15,4499.13,0.0007819999999999999,1424492.5
21,Interiors - Finishes,C2-C4,328.6,0.33,1.36,17.54,2.98e-05,2518.5
21,Shell - Enclosure,A1-A3,626332.1,533.45,1873.52,30242.829999999998,0.021391155999999998,2398671.6
21,Shell - Enclosure,A4,19136.600000000002,13.48,39.83,705.78,0.0044304,317084.6
21,Shell - Enclosure,B4-B5,228137.6,107.77,980.7600000000001,12612.27,0.0037551299999999998,2221636.1
21,Shell - Enclosure,C2-C4,30735.199999999997,9.19,22.39,267.21,0.000211,18983.2
21,Shell - Superstructure,A1-A3,649508.7,972.56,2996.96,41499.69,0.01564,5618417.300000001
21,Shell - Superstructure,A4,20756.9,15.66,84.2,2180.21,0.00512,482546.6
21,Shell - Superstructure,B4-B5,154763.7,231.16,365.22,6903.8,0.012719999999999999,551713.7
21,Shell - Superstructure,C2-C4,2176.8,0.5700000000000001,13.350000000000001,264.378,8.7e-05,64944.3
21,Substructure,A1-A3,499173.80000000005,550.0899999999999,1053.78,24367.789999999997,0.022062000000000002,885307.4
21,Substructure,A4,24087.7,16.69,39.51,521.7,0.0054589999999999994,364223.9
21,Substructure,B4-B5,2513.6,3.0,4.48,109.27,0.00016,3174.7
21,Substructure,C2-C4,5120.200000000001,5.470000000000001,19.77,480.07,0.0012155,79137.20000000001
21,Unknown,A1-A3,1397.0,0.18,3.2,92.46,4.3e-06,1040.6
21,Unknown,A4,5.5,0.0,0.03,0.88,1.4e-06,155.4
21,Unknown,B4-B5,1402.4,0.19,3.23,93.34,5.7e-06,1195.9
21,Unknown,C2-C4,0.0,0.0,0.0,0.0,0.0,0.0
22,Interiors - Construction,A1-A3,2029.3999999999999,1.07,8.21,93.906,4.712522109e-05,32093.300000000003
22,Interiors - Construction,A4,30.1,0.01,0.13,4.571,1.02245045e-12,423.7
22,Interiors - Construction,B4-B5,1958.1999999999998,1.02,6.97,88.69800000000001,4.070574693e-05,31067.8
22,Interiors - Construction,C2-C4,119.30000000000001,0.13,0.6,4.811,2.800520905e-12,453.2
22,Interiors - Construction,D,-659.0,-0.07,-3.64,-37.429,8.278665280000001e-07,-7296.9
22,Interiors - Finishes,A1-A3,1236.0,0.47,3.43,57.098,4.5625553070599997e-07,18063.5
22,Interiors - Finishes,A4,108.1,0.030000000000000002,0.49000000000000005,16.573,3.706686207e-12,1535.9
22,Interiors - Finishes,B4-B5,1315.7,0.56,4.5,70.071,4.565492558e-09,17246.2
22,Interiors - Finishes,C2-C4,453.79999999999995,0.13,1.9000000000000001,21.204,3.2156530832000005e-10,3026.4
22,Interiors - Finishes,D,130.8,-0.03,-0.72,-8.815999999999999,-1.55802744e-09,-2912.2
22,Shell - Enclosure,A1-A3,2865.8,0.86,20.98,259.611,2.860467808830383e-05,39060.4
22,Shell - Enclosure,A4,80.10000000000001,0.01,0.37,12.256,2.741537055e-12,1136.0
22,Shell - Enclosure,B4-B5,2367.6,0.74,17.73,237.09199999999998,1.185117057e-09,32115.8
22,Shell - Enclosure,C2-C4,86.0,0.02,0.42,7.393,1.461699343e-11,1271.5
22,Shell - Enclosure,D,-175.70000000000002,-0.02,-1.18,-9.229,-8.0457499e-09,-1738.2
22,Shell - Superstructure,A1-A3,81177.40000000001,13.629999999999999,248.95,4422.862,-9.05405026789e-05,725564.9
22,Shell - Superstructure,A4,735.2,0.26,3.38,112.577,2.518185839e-11,10436.4
22,Shell - Superstructure,B4-B5,0.0,0.0,0.0,0.0,0.0,0.0
22,Shell - Superstructure,C2-C4,13359.9,1.56,30.74,611.381,1.222896261335e-09,106491.4
22,Shell - Superstructure,D,-6663.5,-0.43000000000000005,-11.43,-104.78099999999999,4.918432757471e-05,-61590.799999999996
22,Substructure,A1-A3,19248.6,3.2300000000000004,58.77,1049.364,-2.634609506e-05,171582.7
22,Substructure,A4,174.4,0.07,0.8,26.7,5.97237e-12,2475.2
22,Substructure,B4-B5,0.0,0.0,0.0,0.0,0.0,0.0
22,Substructure,C2-C4,3189.1,0.37,7.340000000000001,145.877,2.9178532e-10,25409.0
22,Substructure,D,-1544.8,-0.1,-2.6399999999999997,-23.737,1.1414448451000001e-05,-14273.8
